dataset,method,subject,seed,reward_mode,kappa,accuracy,n_train,n_test,n_classes_test,y_true_seq,y_pred_seq
STEW,ccb,40,0,balanced,-0.054054054054053946,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium
STEW,ccb,41,0,balanced,-0.4455445544554455,0.013513513513513514,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;low;low;high;high;high;high;high;high;medium;high;low;low;high;low;high;high;high;high;high;low;high;high;high;high;high;high;high;low;high;high;low;high;high;high;high;low
STEW,ccb,43,0,balanced,0.0786516853932584,0.44594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;medium;low;medium;low;low;low;low;low;low;low;low;medium;low;low;medium;low;low;low;low;low;low;medium;low;low;high;low;high;medium;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;medium;low;low;low;medium;high;medium;medium;low;low;low;medium;low;low;low;high;low;high;low;medium;low;low;medium;medium;low;high
STEW,ccb,44,0,balanced,0.16981132075471694,0.40540540540540543,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;medium;medium;medium;medium;medium;medium;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;medium;medium;medium;medium;medium;medium;low;low;low;low;medium;medium;medium;low;medium;medium;low;low;medium;low;medium;medium;medium;low;medium;medium;low;low;medium;high;medium;medium;medium;medium;medium;medium;low
STEW,ccb,45,0,balanced,0.9189189189189189,0.9594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;low;high;high;high;high;high;high
STEW,ccb,46,0,balanced,0.2272727272727273,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;medium;high;high;low;low;high;medium;medium;low;low;low;low;low;low;medium;low;high;medium;medium;low;high;high;high;low;high;low;medium;low;high;low;medium;low;high;low;medium;low;low;high;high;medium;medium;low;low;medium;low;low;low;medium;high;low;low
STEW,ccb,47,0,balanced,0.2530120481927711,0.581081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;medium;low;low;low;low;low;low;low;high;low;low;low;high;low;low;medium;low;medium;low;low;high;medium;low;low;low;high;high;low;high;high;low;high;low;high;medium;low;low;low;high;low;medium;medium;medium;low;low;low;low;low;low
STEW,ccb,48,0,balanced,0.76,0.8783783783783784,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;high;high;high;high;high;low;high;high;low;high;high;high;low;high;high;high;high;low;low;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high
STEW,ccb,1,42,balanced,-0.7105263157894737,0.12162162162162163,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;low;low;medium;low;low;low;low;low;medium;high;high;low;low;high;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;high;low;high;high;high;low
STEW,ccb,2,42,balanced,0.28301886792452835,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;high;high;high;low;low;high;high;high;high;high;high;low;high;high;high;high;high;medium;high;medium;high;high;high;high;low;low;high;low;high;high;high;high;high;high;high;high;high
STEW,ccb,3,42,balanced,-0.024390243902439046,0.43243243243243246,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;high;low;low;low;low;low;low;low;medium;high;low;high;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;medium;low;low;medium;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;high;high;medium;low;low;low;medium;low;medium;low;medium;high;low;high
STEW,ccb,4,42,balanced,0.01851851851851849,0.28378378378378377,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;high;high;high;low;high;high;low;medium;low;low;low;low;low;low;low;high;high;high;medium;low;low;high;high;low;high;high;low;high;low;low;high;high;medium;low;low;low;medium;high;low;high;high;low;high;high;low;high;low;high;low;low;low;high;high;high;low;high;low;low;low;high;high;high;low;high;high;high;low;low;high;medium;low;low;high
STEW,ccb,6,42,balanced,0.040000000000000036,0.1891891891891892,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;high;low;low;low;high;low;low;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;low;low;low;low;low;high;high;low;low;high;high;low;medium;high;low;low;low;low;low;low;high;high;high;high;low;low;high;low;low;low;low;high;low;high;low;medium;low;low;low;low;low;high;high;high;high
STEW,ccb,7,42,balanced,0.26582278481012656,0.6081081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;medium;low;low;high;low;high;low;low;medium;medium;low;low;high;medium;low;low;low;low;low;low;low;low;low;low;low;medium;medium;low;low;medium;low;medium;medium
STEW,ccb,8,42,balanced,0.5584415584415585,0.7702702702702703,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;medium;low;high;medium;low;high;low;high;medium;low;high;low;low;high;high;high;high;high;high;high;high;high;high;high;high;low;low;low;high;high;low;high;low
STEW,ccb,9,42,balanced,0.10588235294117643,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;high;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;medium;medium;high;low;high;medium;low;high;low;medium;low;low;low;low;medium;low;low;low;medium;low;medium;low;low;low;low;medium;low;low;low;low;low;medium;low;low;low;low
STEW,ccb,10,42,balanced,0.1428571428571429,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;low;low;low;low;high;high;low;low;high;high;high;low;low;low;low;high;low;low;high;low;low;low;high;low;low;low;low;high;high;high;low;low;high
STEW,ccb,11,42,balanced,0.023809523809523836,0.44594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;high;high;low;low;low;low;low;low;low;low;high;low;low;low;low;low;high;low;medium;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high
STEW,ccb,12,42,balanced,0.3076923076923077,0.5135135135135135,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;low;low;high;high;high;high;high;high;low;high;high;high;medium;high;low;high;low;high;high;high;high;high;low;low;medium;low;medium;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,13,42,balanced,0.5632183908045977,0.7432432432432432,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;medium;medium;medium;low;low;low;low;low;medium;low;low;medium;low;low;high;high;high;high;high;low;high;high;high;high;high;high;high;medium;high;high;medium;high;medium;high;high;high;high;low;low;high;high;high;low;low;low;medium;high;high;high;medium;medium
STEW,ccb,14,42,balanced,0.22666666666666668,0.6081081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,medium;low;high;high;high;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;low;high;low;high;low;low;low;low;low;high;high;high;high;low;low;high;low;low;low;high;high;high;low;low;high;low;low;high;low;high;low;low;high;high;low;low;low;high;high;high;high;low
STEW,ccb,15,42,balanced,0.06306306306306309,0.2972972972972973,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,high;low;low;high;low;high;low;high;high;high;low;low;low;low;low;high;high;high;low;low;low;low;low;high;low;low;high;high;low;low;low;medium;low;high;high;low;low;high;low;high;high;low;high;high;low;high;high;low;low;high;low;low;low;high;high;high;high;low;high;low;low;low;high;high;high;low;high;high;low;high;high;high;high;high
STEW,ccb,16,42,balanced,0.19587628865979378,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;high;low;low;medium;low;high;high;high;medium;medium;high;low;medium;low;medium;high;high;low;medium;low;low;medium;low;high;low;low;low;low;medium;low;low;low;medium;medium;low;medium;medium;medium;high;medium;medium;medium;low;high;low;medium;high;high;high;high;medium;low;medium;high;high;high;high;high;medium;low;medium;medium;high;high;low;low;low;high;high;medium;high;high
STEW,ccb,17,42,balanced,0.45945945945945943,0.7297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;low;low;high;low;low;low;low;low;low;low;high;low;low;high;low;low;low;low;low;low;low;high;low;low;low;low;high;low;high;high;low;high;low;low;low;high;high;low;low;high;low;low;high;high;high;high;high;low;high;high;high;high;low;low;high;low;high;low;high;low;low;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,18,42,balanced,0.40384615384615385,0.581081081081081,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;low;low;medium;medium;medium;medium;medium;medium;low;low;low;medium;low;low;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high
STEW,ccb,19,42,balanced,0.38636363636363635,0.6351351351351351,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;low;low;low;low;low;low;high;medium;medium;medium;low;medium;low;low;medium;medium;high;high;high;high;high;low;low;high;medium;low;high;high;medium;low;medium;high;medium;medium;low;high;low;high;medium;high;low;high;low
STEW,ccb,20,42,balanced,0.8933333333333333,0.9459459459459459,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;medium;high;high;high;high;low;high;high
STEW,ccb,21,42,balanced,0.2584269662921348,0.5540540540540541,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;high;high;low;medium;high;low;high;low;high;high;high;low;low;medium;high;high;low;high;high;low;low;low;low;low;low;low;high;low;high;high;high;low;medium;low
STEW,ccb,22,42,balanced,0.08955223880597019,0.17567567567567569,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;medium;low;low;low;low;low;medium;low;low;medium;low;low;low;low;low;low;low;low;low;medium;low;low;low;medium;low;low;medium;low;low;medium;low;medium;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;high;low;low;high;low;low;high;low
STEW,ccb,23,42,balanced,0.5675675675675675,0.7837837837837838,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;medium;medium;medium;medium;medium;medium;low;low;low;low;medium;medium;low;medium;medium;low;low;medium;medium;low;medium;medium;low;low;medium;medium;low;low;medium;low;medium;medium;medium;low;low
STEW,ccb,25,42,balanced,0.08108108108108103,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;medium;low;low;low;low;low;low;medium;low;low;low;low;medium;low;low
STEW,ccb,26,42,balanced,0.08045977011494254,0.4594594594594595,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;high;low;low;low;low;low;low;low;medium;low;low;low;medium;low;low;low;low;low;low;low;low;low;medium;low;medium;low;low;medium;medium;medium;low;medium;low;low;medium;medium;low;low;medium;medium;high;low;low;low;low;low
STEW,ccb,27,42,balanced,0.7721518987341772,0.8783783783783784,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,medium;low;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;medium;medium;medium;medium;medium;medium;high;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high
STEW,ccb,28,42,balanced,0.4358974358974359,0.7027027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;high;low;low;low;low;high;low;low;low;low;high;high;high;low;low;low;low;low;low;low;low;high;high;medium;high;high;low;medium;high;low;low;low;high;high;high;high;high;high;medium;high;high;high;high;high;low;high;high;low;high;high;high;high;low;high;high;high;high;high;low;high;high;high;high;high;high;high;high;medium;high;high;high;high
STEW,ccb,29,42,balanced,0.1568627450980392,0.4189189189189189,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;high;low;low;high;high;high;high;high;high;low;high;high;high;high;high;high;low;high;low;low;high;low;high;low;high;high;low;high;low;high;low;high;high;low;low;low;high;low
STEW,ccb,30,42,balanced,0.28,0.6351351351351351,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;high;high;low;low;high;low;low;low;low;low;low;high;high;high;high;high;low;high;high;low;high;high;high;high;high;high;high;low;high;high;high;low;low;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;low;high;high;high;high;high;high;medium;low;high;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,31,42,balanced,0.31645569620253167,0.6351351351351351,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;high;low;low;low;medium;medium;low;low;high;low;low;low;low;low;medium;low;low;low;medium;low;low;low;low;medium;medium;medium;high;low;medium;medium;high;high;low;low;low
STEW,ccb,32,42,balanced,0.2727272727272727,0.6216216216216216,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;high;low;low;high;low;low;high;low;high;low;high;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;high;high;low;high;high;medium;high;low;medium;low;high;high;high;high;medium;low;low;low;high;low;low;low;low;high;low;low;high;high;low;high;low;high;high;low;low;low;low
