dataset,method,subject,seed,kappa,accuracy,n_train,n_test,n_classes_test,y_true_seq,y_pred_seq
STEW,bandpower,44,-1,0.18000000000000005,0.44594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;medium;low;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;high;low;medium;medium;medium;low;medium;medium;low;low;low;low;medium;medium;low;low;medium;medium;medium;low;medium;low;medium;low;medium;low;medium;medium;low;low;low;high;medium;medium;medium;medium;medium;medium;medium
STEW,bandpower,45,-1,0.9459459459459459,0.972972972972973,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high
STEW,bandpower,46,-1,0.4022988505747126,0.6486486486486487,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;high;high;medium;high;low;low;low;low;low;medium;low;medium;high;high;high;high;high;low;high;high;medium;high;high;medium;high;medium;high;medium;low;medium;medium;high;high;high;high;high;high;low;medium;low;medium;low;medium;low;medium;low
STEW,bandpower,47,-1,0.1089108910891089,0.3918918918918919,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,medium;medium;low;high;medium;low;medium;medium;medium;medium;medium;low;medium;medium;high;low;medium;low;medium;low;medium;high;medium;low;medium;medium;low;high;high;high;high;high;high;low;high;high;medium;low;high;high;high;high;medium;low;high;medium;medium;low;medium;low;high;high;low;medium;high;high;high;high;high;medium;high;high;high;high;medium;high;high;medium;high;high;low;low;medium;medium
STEW,bandpower,48,-1,0.641025641025641,0.8108108108108109,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;medium;high;low;high;high;high;high;low;low;high;high;high;low;low;low;high;high;high;high;high;medium;high;high;high;low;high;low;high;high;low;high;high
STEW,ccb,1,0,0.13580246913580252,0.527027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;low;low;low;low;low;low;high;low;high;high;high;high;low;low;low;high;high;high;high;high;low;low;low;low;high;high;low;high;low;low;low;medium;medium;low;high;medium;low;low;high;medium;high;low;medium;high;low;high;high;high;low;low;low;high;low;low;high;high;medium;high;high;high;medium;high;low;high;high;low;low
STEW,ccb,2,0,0.24731182795698925,0.527027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;low;low;low;low;high;high;low;low;high;low;high;low;medium;high;high;high;high;medium;low;low;low;medium;high;low;high;high;high;high;high;low;medium;low;high;low
STEW,ccb,3,0,0.1568627450980392,0.4189189189189189,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;high;low;low;medium;low;medium;high;medium;high;high;low;low;low;high;medium;medium;low;low;low;low;low;low;medium;low;low;low;low;high;high;medium;medium;low;low;low;medium;medium;medium;low;medium;high;medium;high;high;high;low;high;medium;high;high;high;high;high;medium;high;high;low;medium;medium;high;high;high;low;high;low;high;low;high;high;high;high
STEW,ccb,4,0,0.20792079207920788,0.4594594594594595,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;high;high;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;low;low;high;low;high;high;low;low;high;low;low;low;low;high
STEW,ccb,6,0,0.18095238095238098,0.4189189189189189,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;low;low;high;high;low;low;low;high;low;low;low;low;low;high;low;high;high;low;low;low;low;low;low;low;low;low;high;high;low;high;high;low;low;high;low;high;high;high;high;high;high;high;high;high;high;low;low;low;high;high;high;low;high;high;high;high;low;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,7,0,0.11688311688311692,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;low;medium
STEW,ccb,8,0,0.4473684210526315,0.7162162162162162,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;high;low;high;low;low;high;low;high;high;low;low;high;low;high;low;low;medium;high;high;high;low;low;high;high;high;high;low;low;high;low;high;low;high;high;low;low;high;high;high;low;high;low
STEW,ccb,9,0,0.09302325581395354,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;medium;low;low;medium;medium;low;low;low;low;low;low;low;medium;low;low;low;low;medium;low;medium;low;low;medium;low;low;low;low;low;low;low;low;low;medium;low;low;high;low;low;low;low;low;low;medium;low;high;low;medium;low;low;high;medium;low;low
STEW,ccb,10,0,0.17757009345794394,0.40540540540540543,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;high;low;low;high;low;low;low;low;high;high;low;high;high;high;high;high;high;high;low;high;high;high;low;high;high;low;high;high;high;low;high;low;high;high;high;low;high;high;low;low;high;high;low;high;low
STEW,ccb,11,0,-0.09090909090909083,0.43243243243243246,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;high;low;low;medium;low;low;medium;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low
STEW,ccb,12,0,0.276595744680851,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;high;low;low;low;high;high;low;medium;high;high;medium;low;high;low;high;high;low;low;low;medium;low;medium;high;high;low;high;high;high;low;high;high;high;high;low
STEW,ccb,13,0,0.5844155844155844,0.7837837837837838,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;high;high;high;high;high;high;high;high;low;high;high;low;low;high;high;low;high;low;low;low;high;high;high;high;medium;low;medium;high;high;low;high;medium
STEW,ccb,14,0,0.05128205128205132,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,medium;high;medium;high;high;medium;high;high;high;high;high;medium;high;high;high;low;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,15,0,-0.040000000000000036,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low
STEW,ccb,16,0,0.33333333333333337,0.6486486486486487,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;low;low;low;low;high;low;medium;high;high;medium;high;high;low;low;low;high;medium;low;high;low;low;low;low;low;medium;low;high;low;low;low;low;high;low
STEW,ccb,17,0,0.3783783783783784,0.6891891891891891,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;low;low;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;high;low;low;low;low;high;high;low;low;low;low;low;high;low;high;high;low;low;high;low;high;high;high;low;high;low;high;low;high;low;high;low;high;low;high;high;low;low;high;high;high;high
STEW,ccb,18,0,0.2678571428571429,0.44594594594594594,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;low;medium;low;medium;medium;low;low;medium;low;medium;low;low;low;low;medium;low;medium;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;low;low;high;low;high;low;high;high;low;low;high;low
STEW,ccb,19,0,0.012987012987012991,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low
STEW,ccb,20,0,0.7333333333333334,0.8648648648648649,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;high;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;low;low;low;low;high;high;high;high;high;high;low;high;high;high;high;low;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;medium;high;high;high;high;high;high;high
STEW,ccb,21,0,0.19047619047619047,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;high;high;low;low;high;low;low;low;high;high;high;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;high;low;high;high;high;low;medium;low
STEW,ccb,22,0,-0.014285714285714235,0.04054054054054054,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;high;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;high;low;low;low;low
STEW,ccb,23,0,0.8918918918918919,0.9459459459459459,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;medium;medium;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;low;medium
STEW,ccb,25,0,0.07894736842105265,0.527027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;high;low;low;low;medium;high;low;low;low;low;low;medium;low;medium;low;low;low;low;low
STEW,ccb,26,0,0.012987012987012991,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;medium;low;low;low;low;low;low
STEW,ccb,27,0,0.6578947368421053,0.8243243243243243,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;medium;medium;medium;low;low;low;medium;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;medium;medium;low;medium;medium;low;low;medium;medium;medium;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;medium;medium
STEW,ccb,28,0,0.1578947368421053,0.5675675675675675,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;low;medium;low;low;high;high;high;medium;low;low;low;low;low;high;high;low;low;low;low;low;low;low;high;high;low;high;low;low;low;low;low;high;low;low;low;low;high;high;high;high;low;low;high;low;low;high;high;high;low
STEW,ccb,29,0,0.16666666666666663,0.4594594594594595,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;low;high;low;low;high;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;medium;high;low;low;low;low;low;low;high;low;low;high;low;high;high;low;low;low;high;high;high;low;high;high;high;low;high;high;high;high;medium;high
STEW,ccb,30,0,0.31034482758620685,0.5945945945945946,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;high;low;low;low;high;low;low;low;low;low;low;low;high;high;high;low;high;low;high;high;high;high;high;high;low;high;low;low;low;low;low;low;low;high;high;high;medium;high;medium;high;high;low;medium;high;medium;high;high;low;medium;medium;high;high;high;medium;medium;high;low;high;medium;medium;high;high;high;medium;high;high;medium;high;high;medium
STEW,ccb,31,0,0.14942528735632188,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;high;low;high;low;low;low;low;high;high;low;low;low;low;high;low;low;low;low;high;high;low;high;high;low;high;low;low;low;medium;low;low;high;low;low
STEW,ccb,32,0,0.39473684210526316,0.6891891891891891,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;high;low;low;low;low;low;high;low;high;low;high;low;low;low;high;low;low;low;low;low;low;high;low;low;low;low;low;low;low;high;low;low;low;high;high;low;high;high;high;medium;high;high;low;high;low;high;high;high;low;low;low;high;high;low;high;high;high;low;high;low;low;high;high;high;low;high;low;high;high;medium;low
STEW,ccb,33,0,0.30612244897959184,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;low;low;high;low;high;high;high;high;high;high;high;high;high;high;medium;high;low;low;high;medium;high;medium;high;high;medium;low;low;low;low;high;medium;high
STEW,ccb,34,0,0.02631578947368418,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;medium;low;low;low;low;high;low;low;low;high;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low
STEW,ccb,35,0,0.09333333333333338,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low
